	title	courier_id	record_number	page_numbers
6127	The Children fight for life	070232	70233	[(4, '4')]
6128	UNESCO and education for international understanding: an explanation for older children at school	070232	189444	[]
6129	What can we learn from Israel?	070232	70238	[(15, '15')]
6130	Children in nomansland: the dilemma of second-generation immigrants	074676	57975	[(5, '5'), (28, '28')]
6131	The Cultural roots of literacy	074676	57937	[(5, '5'), (8, '8')]
6132	Illiteracy in the 'Fourth World'; rich countries become aware of a disturbing trend	074676	57955	[(24, '24')]
6133	A Moral imperative	074676	57936	[(5, '5'), (6, '6')]
6134	The Political economy of literacy training	074676	57950	[(5, '5'), (17, '17')]
6135	Reports from around the world	074676	57953	[(5, '5'), (19, '19')]
6136	UNESCO and the struggle against illiteracy	074676	57977	[(5, '5'), (35, '35')]
6137	What next? A world panorama of back-up materials for new literates	074676	57948	[(5, '5'), (14, '14')]
6138	Where there's a will: changing societies and motivation to learn	074676	57944	[(5, '5'), (11, '11')]
6139	Word within world: a critical reading of the universe	074676	57976	[(5, '5'), (31, '31')]
6140	Children in the never, never land of exile	074768	44016	[(3, '3'), (32, '32')]
6141	Cradled in hunger: half the world's children under six are victims of malnutrition	074768	43980	[(3, '3'), (9, '9')]
6142	Declaration of the rights of the child	074768	44012	[(3, '3'), (5, '5'), (7, '7'), (8, '8'), (9, '9')]
6143	The Road to self-expression: awakening the latent language skills of handicapped children	074768	44010	[(3, '3'), (17, '17')]
6144	The Silenced majority: two thousand million children in search of their rights	074768	43979	[(3, '3')]
6145	The Sting in the fairy tale	074768	44004	[(3, '3'), (13, '13')]
6146	What's in a name?	074768	44015	[(3, '3'), (27, '27')]
6147	China: rethinking the Revolution	083091	83077	[(3, '3'), (44, '44')]
6148	Chomin: the Rousseau of the East	083091	83073	[(3, '3'), (41, '41')]
6149	The Eagle and the sphinx; Bonaparte in Egypt	083091	83068	[(3, '3')]
6150	An Exclusive interview with the President of the French Republic, François Mitterrand	083091	83062	[(4, '4')]
6151	An Idea and its destiny	083091	83083	[(3, '3'), (51, '51')]
6152	In the Antilles, 'liberty for all'	083091	83066	[]
6153	Poetry, freedom and revolution	083091	83072	[(3, '3'), (36, '36')]
6154	The Republic's citizens of honour	083091	83063	[(3, '3'), (13, '13')]
6155	The Republican dream	083091	83071	[(3, '3'), (34, '34')]
6156	Sieyès, Herder, Goethe: universality and national identity	083091	83070	[(30, '30')]
6157	The Spirit of '89	083091	83079	[(3, '3'), (7, '7'), (28, '28'), (29, '29'), (35, '35'), (43, '43'), (46, '46'), (48, '48')]
6158	Thomas Paine, the antimonarchist who tried to save a King	083091	83065	[(18, '18')]
6159	China: when loess means more	102011	102026	[(3, '3'), (15, '15'), (61, '61')]
6160	Ethiopia's new Jerusalem	102011	102049	[(3, '3'), (39, '39'), (61, '61')]
6161	The European Environment Agency	102011	102053	[(54, '54')]
6162	Interview with Jean Daniel: the state of nation	102011	102024	[]
6163	Italy: rocks in a hard place	102011	102047	[(3, '3'), (19, '19'), (61, '61')]
6164	Life below ground	102011	102025	[(3, '3'), (10, '10'), (61, '61')]
6165	Luxembourg: the balcony of Europe	102011	102054	[]
6166	Protecting plant life	102011	102052	[(61, '61')]
6167	Science that must be shared	102011	102051	[(50, '50'), (61, '61')]
6168	Troglodytic sites on the World Heritage List	102011	102050	[(3, '3'), (61, '61')]
6169	China's 7,000-year-old crop	062352	61959	[(3, '3'), (18, '18'), (39, '39')]
6170	A City built on rice	062352	61964	[(3, '3'), (27, '27'), (39, '39')]
6171	The God who stole the rice	062352	61960	[(3, '3'), (20, '20'), (39, '39')]
6172	Green winters on the Red River	062352	61961	[(3, '3'), (23, '23'), (39, '39')]
6173	A Household god	062352	61963	[(3, '3'), (24, '24'), (39, '39')]
6174	Krushna the farmer	062352	61957	[(3, '3'), (14, '14'), (15, '15'), (39, '39')]
6175	The Miracle of rice	062352	61955	[(3, '3'), (4, '4'), (39, '39')]
6176	Never eat rice in the dark'	062352	61965	[(3, '3'), (31, '31'), (39, '39')]
6177	A 'Plov' is as good as a feast	062352	61971	[(3, '3'), (34, '34')]
6178	Pongal	062352	61958	[(3, '3'), (16, '16'), (17, '17'), (39, '39')]
6179	Rice in myth and legend	062352	61956	[(3, '3'), (9, '9'), (39, '39')]
6180	The Soul of a people	062352	61967	[(3, '3'), (32, '32'), (39, '39')]
6181	A Touchstone of time and place	062352	61972	[(3, '3'), (39, '39')]
6182	Chinese artists and UNESCO experts find new roads to The Healthy Village	081543	81549	[]
6183	ECOSOC resolution on Korea: UNESCO Executive Board meets	081543	74408	[(3, '3')]
6184	An Indian girl with a lesson for humanity	081543	81552	[(8, '8')]
6185	Libraries: a neglected resource; UNESCO Seminar proposes active programme for adult education	081543	81546	[(4, '4')]
6186	The Mountain is green: new French film recounts life of Victor Schoelcher, fighter for human rights	081543	81556	[(10, '10')]
6187	New UNESCO bulletin stresses social implications of modern science	081543	81553	[]
6188	"The Saucepan radio shows ""a good chance of new life"""	081543	81560	[(11, '11')]
6189	Science clubs teach Canadian youth to protect its country's natural riches	081543	81554	[]
6190	The Sign on the front door	081543	74423	[]
6191	Study of Brazilian ethnic groups will help UNESCO to fight race prejudice	081543	74416	[(8, '8')]
6192	UNESCO activities in Germany	081543	81547	[(4, '4')]
6193	United Nations Economic and Social Council praises UNESCO's priority work programme	081543	81544	[(3, '3')]
6194	World's finest colour prints catalogued by UNESCO	081543	81550	[]
6195	A Hundred groups with a common aim	081543	74404	[(2, '2')]
6196	A Chinese general in Paris	073068	73055	[(3, '3'), (31, '31')]
6197	Dance-floor democracy	073068	73054	[(3, '3'), (30, '30')]
6198	Diplomats under surveillance	073068	73052	[(3, '3'), (27, '27')]
6199	The Earthly paradise	073068	73036	[(3, '3'), (8, '8'), (9, '9')]
6200	Festivities in the Friendly Islands	073068	73041	[(3, '3'), (12, '12')]
6201	The First men on the moon	073068	73038	[(3, '3'), (10, '10')]
6202	How Buddhism came to Karnasuvarna	073068	73049	[(3, '3'), (24, '24')]
6203	How I became Gustavus Vasa	073068	73046	[(3, '3'), (17, '17')]
6204	In search of the Amazons	073068	73037	[(3, '3'), (9, '9')]
6205	An Indian poet visits an English parson	073068	73058	[(3, '3'), (32, '32')]
6206	Into the heart of Africa	073068	73063	[(3, '3'), (35, '35')]
6207	Island fling	073068	73048	[(3, '3'), (23, '23')]
6208	Long nose, white skin and 'honey mouth'	073068	73047	[(3, '3'), (18, '18')]
6209	Mass to the sound of gunfire	073068	73039	[(3, '3'), (11, '11')]
6210	The Mystic way	073068	73051	[(3, '3'), (26, '26')]
6211	The Obedience due to princesses	073068	73061	[(3, '3'), (34, '34')]
6212	Paris-on-Thames	073068	73060	[(3, '3'), (33, '33')]
6213	Psychic sports	073068	73065	[(3, '3'), (36, '36')]
6214	Reflections on solitude	073068	73044	[(3, '3'), (15, '15')]
6215	A Russian on the coast of Alaska	073068	73042	[(3, '3'), (13, '13')]
6216	Saved by the Indians	073068	73040	[(3, '3'), (12, '12')]
6217	Scholar gypsy	073068	73045	[(3, '3'), (16, '16')]
6218	The Swimming postman	073068	73043	[(3, '3'), (14, '14')]
6219	Thoughts from the roof of the world	073068	73066	[(3, '3'), (37, '37')]
6220	The Traveller and his quest	073068	73034	[(3, '3'), (5, '5')]
6221	A Visit to the regent of Tibet	073068	73050	[(3, '3'), (25, '25')]
6222	Vive la différence	073068	73053	[(28, '28')]
6223	The Chinese have a word for (w)it: Hsiao-hua	074823	49521	[(27, '27')]
6224	The Gift of the gabrovo: how Bulgaria became famous for good humour as well as yoghurt	074823	49500	[(3, '3'), (9, '9')]
6225	The Importance of not being earnest; humour across frontiers: make laugh(ter) not war	074823	49499	[(3, '3')]
6226	Nasrudin Hodja: the man who rode his ass backwards; the legendary hero of Muslim humour whose wit and jocular wisdom have the world splitting its sides with laughter	074823	49506	[]
6227	The Political and satirical cartoon; stepping in where angels dread to fear	074823	49520	[(3, '3'), (24, '24')]
6228	The World will never die if it dies laughing	074823	49509	[(3, '3'), (21, '21'), (23, '23')]
6229	Worm-breeding with tongue in cheek, or the confessions of a scientist hoist by his own petard	074823	49501	[(12, '12')]
6230	Chronologie	191575	210795	[(14, '14')]
6231	The Courier looks back	191575	210796	[(2, '2')]
6232	Editorial	191575	210789	[(2, '2'), (3, '3'), (16, '16')]
6233	Iraq: must cultural heritage be a casualty of war?	191575	210790	[(2, '2'), (4, '4')]
6234	Iraq: when school isn't a safe place anymore	191575	210792	[(2, '2'), (8, '8')]
6235	Lebanon: the scars of war	191575	210791	[(2, '2')]
6236	Post-conflict situations can be worse than the conflicts themselves	191575	210794	[(2, '2'), (12, '12')]
6237	Rwanda: when women set the example	191575	210793	[(2, '2'), (10, '10')]
6238	A Chronology of repression and resistance	090699	90698	[(3, '3'), (47, '47')]
6239	The Future for women	090699	90693	[]
6240	Interview with Joseph Ki-Zerbo	090699	90688	[(3, '3')]
6241	The Making of a tragedy	090699	90689	[(3, '3')]
6242	People's literature	090699	90695	[(3, '3'), (35, '35'), (36, '36'), (37, '37'), (38, '38'), (39, '39')]
6243	Racial discrimination in cultural life	090699	90694	[(3, '3')]
6244	A Return to South Africa	090699	90690	[(3, '3'), (20, '20')]
6245	State of transition	090699	90692	[(3, '3')]
6246	The UN's long campaign against apartheid	090699	90696	[(3, '3')]
6247	UNESCO and the elimination of apartheid	090699	90697	[(3, '3')]
6248	UNESCO's first 45 years (Part V)	090699	90687	[(3, '3')]
6249	Which model of democracy?	090699	90691	[(3, '3'), (23, '23')]
6250	The Cinema says no to racism	078175	64841	[(3, '3'), (29, '29')]
6251	Frank conversation at an empty table	078175	64840	[(3, '3')]
6252	Light and shadows in the racial landscape of Latin America	078175	64838	[]
6253	A Look at modern anti-semitism	078175	64837	[(3, '3'), (13, '13')]
6254	Race prejudice and education	078175	64836	[(3, '3')]
6255	Racism, the social cancer of our time	078175	64834	[(3, '3')]
6256	X-Ray of the racist mind	078175	64839	[(3, '3')]
6257	Cities: residents to the rescue	110425	110436	[(3, '3'), (42, '42')]
6258	An Economy of sharing	110425	110427	[(3, '3'), (23, '23')]
6259	Fact file: youth finds use for waste	110425	110431	[(33, '33')]
6260	From zero towards one: interview with Shioun Michiko Nakasato	110425	110416	[(3, '3'), (17, '17')]
6261	The Garden of the Virgin	110425	110435	[(40, '40')]
6262	The Holy mountain	110425	110433	[(40, '40')]
6263	Is frugality a virtue?	110425	110420	[(3, '3'), (10, '10')]
6264	Making a little go a long way	110425	110429	[(3, '3'), (26, '26')]
6265	Novelist in exile: Luis Sepúlveda	110425	110438	[(47, '47')]
6266	Pedal power	110425	110430	[(3, '3'), (30, '30'), (31, '31')]
6267	Plain living and high thinking: an imaginary interview with the Greek philosopher Epicurus	110425	110422	[(3, '3'), (14, '14')]
6268	Sharing: an ethic for the future	110425	110432	[]
6269	A Subversive idea	110425	110419	[(3, '3'), (6, '6')]
6270	Three exceptional figures	110425	110423	[(3, '3'), (15, '15')]
6271	Toto la Momposina	110425	110437	[(3, '3'), (46, '46')]
6272	Waste not, want not	110425	110426	[(3, '3'), (20, '20')]
6273	Cities without limits	071682	71648	[(1, '1'), (3, '3')]
6274	Class, caste and power	071682	71661	[(3, '3'), (26, '26'), (27, '27')]
6275	Domination and deprivation	071682	71658	[(3, '3')]
6276	Games, sports and traditions	071682	71677	[(3, '3'), (31, '31')]
6277	Is the international community a myth?	071682	71643	[(1, '1'), (3, '3')]
6278	The 'New poor'	071682	71656	[(3, '3'), (23, '23'), (24, '24')]
6279	An Open book: a Soviet recipe for promoting the reading habit	071682	71663	[(3, '3')]
6280	Treasures from an ancient Chinese tomb	071682	71679	[(3, '3')]
6281	Twenty years of cultural co-operation	071682	71645	[(3, '3')]
6282	UNICEF at forty	071682	71681	[(3, '3'), (34, '34')]
6283	Women on the sidelines	071682	71651	[(3, '3'), (20, '20')]
6284	The World's homeless millions	071682	71649	[(1, '1'), (3, '3'), (18, '18')]
6285	The Citizen and the environment	090256	90244	[(3, '3')]
6286	Energy for a sustainable world	090256	90246	[(3, '3')]
6287	The First Earth Summit	090256	90252	[(3, '3'), (39, '39')]
6288	Hungary: the pitfalls of growth	090256	90248	[(3, '3')]
6289	Interview with Federico Mayor, Director-General of UNESCO, on the occasion of the twenty-sixth session of UNESCO's General Conference	090256	90255	[]
6290	Interview with Jacques-Yves Cousteau	090256	90242	[(3, '3')]
6291	No room in the Ark	090256	90251	[(3, '3')]
6292	A Partnership with nature	090256	90243	[(3, '3')]
6293	Rwanda: land of a thousand hills	090256	90245	[(3, '3')]
6294	Time to act	090256	90253	[(3, '3'), (41, '41')]
6295	UNESCO's first 45 years: early preoccupations	090256	90241	[]
6296	What future for Amazonia?	090256	90250	[(3, '3')]
6297	A World fit to live in	090256	90249	[(3, '3')]
6298	The Stones of Aachen	090256	90254	[(3, '3')]
6299	The City of ten thousand masterpieces	078241	59307	[(3, '3')]
6300	Philae; an appeal by the Director-General of UNESCO: November 6, 1968	078241	59314	[(3, '3'), (46, '46')]
6301	Still time to save Venice	078241	59304	[(3, '3'), (4, '4'), (6, '6'), (8, '8')]
6302	The Survival of Philae	078241	59316	[(3, '3'), (48, '48'), (52, '52'), (54, '54')]
6303	The Thousand paradoxes of Venice	078241	59305	[(3, '3'), (10, '10')]
6304	Venice and the Venetians of tomorrow	078241	59311	[(3, '3'), (35, '35'), (36, '36'), (38, '38'), (56, '56')]
6305	Venice, link between Orient and Occident	078241	59312	[(3, '3')]
6306	City of the dead: the mystery of Mohenjo-daro	060488	60496	[(3, '3')]
6307	The Great Asian highway	060488	60489	[(3, '3'), (12, '12'), (35, '35')]
6308	Mohenjo-Daro: a 5,000-year old heritage menaced by destruction	060488	60492	[(21, '21')]
6309	The Stones of Jaipur speak of astronomy	060488	60491	[(3, '3'), (17, '17'), (20, '20')]
6310	Claude Lévi-Strauss and UNESCO	162711	162769	[(2, '2'), (3, '3'), (5, '5')]
6311	A Difficult survey	162711	162784	[(2, '2'), (47, '47')]
6312	Giving: making a wish	162711	162779	[(2, '2'), (29, '29')]
6313	How the social sciences have humanised technical civilisation	162711	162778	[(2, '2'), (25, '25')]
6314	Human mathematics	162711	162773	[(2, '2'), (21, '21')]
6315	Lévi-Strauss remembers...	162711	162785	[(2, '2'), (49, '49')]
6316	Pakistan: spiritual home and national reality	162711	162770	[(2, '2'), (10, '10')]
6317	Primitives?	162711	162772	[(2, '2'), (17, '17'), (19, '19'), (41, '41')]
6318	These cooks did not spoil the broth	162711	162781	[(2, '2'), (35, '35')]
6319	Today's crisis in anthropology	162711	162782	[(2, '2'), (39, '39')]
6320	The West has much to learn from Asia	162711	162771	[(2, '2'), (12, '12')]
6321	Witch-doctors and psychoanalysis	162711	162780	[(2, '2'), (31, '31')]
6322	Clea Koff: bones never lie	186521	186544	[(2, '2')]
6323	Each language is a unique world of thought	186521	186537	[(2, '2'), (4, '4'), (5, '5')]
6324	An Epidemic is threatening indigenous languages	186521	186543	[(2, '2'), (12, '12'), (13, '13')]
6325	The Monkeys, the scorpion and the snake	186521	186538	[(2, '2'), (6, '6'), (7, '7')]
6326	Seriously speaking: what is ch'ti?	186521	186539	[(2, '2'), (8, '8'), (9, '9')]
6327	A Subtle interplay of forces	186521	186536	[(3, '3'), (4, '4')]
6328	We are all actors	186521	186545	[(2, '2'), (17, '17')]
6329	Wuthing we gwen tull?	186521	186542	[(2, '2'), (10, '10'), (11, '11')]
6330	The Click of computerized medicine	058803	58814	[(3, '3'), (15, '15'), (29, '29')]
